# Measured spectrum of the Sun from NREL using MODTRAN
# See https://www.nrel.gov/grid/solar-resource/spectra.html, bibref MCebKur
# Wavelength [A],Flux [erg cm^-2 A^-1 s^-1]
3.629631999999999607e+03,1.220000000000000000e+02
3.629764000000000124e+03,9.469999999999998863e+01
3.629895999999999731e+03,1.060000000000000000e+02
3.630027999999999793e+03,1.460000000000000000e+02
3.630158999999999651e+03,1.630000000000000000e+02
3.630291000000000167e+03,1.610000000000000000e+02
3.630423000000000229e+03,1.490000000000000000e+02
3.630554999999999836e+03,1.620000000000000000e+02
3.630686999999999898e+03,1.380000000000000000e+02
3.630817999999999756e+03,1.129999999999999858e+02
3.630950000000000273e+03,1.100000000000000142e+02
3.631082000000000335e+03,1.190000000000000000e+02
3.631213999999999942e+03,1.250000000000000000e+02
3.631345999999999549e+03,7.729999999999999716e+01
3.631478000000000065e+03,1.010000000000000000e+02
3.631610000000000127e+03,1.020000000000000000e+02
3.631740999999999985e+03,4.839999999999999858e+01
3.631873000000000047e+03,5.869999999999999574e+01
3.632004999999999654e+03,5.089999999999999858e+01
3.632137000000000171e+03,3.529999999999999716e+01
3.632269000000000233e+03,3.569999999999999574e+01
3.632400999999999840e+03,2.430000000000000071e+01
3.632533000000000357e+03,1.640000000000000213e+01
3.632664999999999964e+03,3.119999999999999929e+01
3.632797000000000025e+03,5.100000000000000000e+01
3.632928999999999633e+03,5.779999999999999716e+01
3.633061000000000149e+03,4.200000000000000000e+01
3.633193000000000211e+03,7.300000000000000000e+01
3.633324999999999818e+03,1.090000000000000142e+02
3.633457000000000335e+03,1.190000000000000000e+02
3.633588999999999942e+03,8.609999999999999432e+01
3.633721000000000004e+03,1.230000000000000000e+02
3.633852999999999611e+03,1.020000000000000000e+02
3.633985000000000127e+03,6.479999999999999716e+01
3.634117000000000189e+03,5.010000000000000142e+01
3.634248999999999796e+03,1.110000000000000142e+02
3.634381000000000313e+03,1.390000000000000000e+02
3.634512999999999920e+03,1.270000000000000000e+02
3.634644999999999982e+03,1.360000000000000000e+02
3.634778000000000247e+03,1.260000000000000000e+02
3.634909999999999854e+03,8.060000000000000853e+01
3.635042000000000371e+03,1.310000000000000000e+02
3.635173999999999978e+03,9.650000000000000000e+01
3.635306000000000040e+03,5.270000000000000284e+01
3.635437999999999647e+03,4.460000000000000142e+01
3.635570000000000164e+03,8.159999999999999432e+01
3.635702999999999520e+03,6.939999999999999147e+01
3.635835000000000036e+03,9.020000000000000284e+01
3.635967000000000098e+03,6.929999999999999716e+01
3.636098999999999705e+03,7.320000000000000284e+01
3.636231000000000222e+03,7.860000000000000853e+01
3.636363999999999578e+03,9.419999999999998863e+01
3.636496000000000095e+03,7.740000000000000568e+01
3.636628000000000156e+03,1.350000000000000000e+02
3.636759999999999764e+03,1.540000000000000000e+02
3.636893000000000029e+03,1.540000000000000000e+02
3.637024999999999636e+03,1.650000000000000000e+02
3.637157000000000153e+03,9.929999999999999716e+01
3.637289000000000215e+03,8.400000000000000000e+01
3.637422000000000480e+03,1.240000000000000000e+02
3.637554000000000087e+03,6.420000000000000284e+01
3.637685999999999694e+03,4.979999999999999716e+01
3.637818999999999960e+03,9.489999999999999147e+01
3.637951000000000022e+03,1.180000000000000000e+02
3.638082999999999629e+03,8.350000000000000000e+01
3.638215999999999894e+03,1.129999999999999858e+02
3.638347999999999956e+03,1.170000000000000000e+02
3.638480999999999767e+03,1.620000000000000000e+02
3.638613000000000284e+03,1.450000000000000000e+02
3.638744999999999891e+03,1.240000000000000000e+02
3.638878000000000156e+03,7.390000000000000568e+01
3.639010000000000218e+03,9.129999999999999716e+01
3.639143000000000029e+03,7.200000000000000000e+01
3.639275000000000091e+03,4.620000000000000284e+01
3.639408000000000357e+03,9.170000000000000284e+01
3.639539999999999964e+03,1.570000000000000000e+02
3.639672000000000025e+03,1.660000000000000000e+02
3.639805000000000291e+03,1.680000000000000000e+02
3.639936999999999898e+03,1.450000000000000000e+02
3.640070000000000164e+03,1.350000000000000000e+02
3.640201999999999771e+03,1.450000000000000000e+02
3.640335000000000036e+03,1.100000000000000142e+02
3.640466999999999643e+03,9.600000000000000000e+01
3.640599999999999909e+03,1.190000000000000000e+02
3.640733000000000175e+03,1.360000000000000000e+02
3.640864999999999782e+03,1.110000000000000142e+02
3.640998000000000047e+03,1.500000000000000000e+02
3.641130000000000109e+03,1.610000000000000000e+02
3.641262999999999920e+03,1.400000000000000000e+02
3.641394999999999982e+03,7.120000000000000284e+01
3.641528000000000247e+03,1.050000000000000000e+02
3.641660999999999603e+03,1.510000000000000000e+02
3.641793000000000120e+03,1.690000000000000000e+02
3.641926000000000386e+03,1.620000000000000000e+02
3.642057999999999993e+03,1.280000000000000000e+02
3.642191000000000258e+03,1.410000000000000000e+02
3.642323999999999614e+03,8.790000000000000568e+01
3.642456000000000131e+03,7.500000000000000000e+01
3.642588999999999942e+03,1.250000000000000000e+02
3.642721999999999753e+03,1.090000000000000142e+02
3.642855000000000018e+03,1.040000000000000000e+02
3.642987000000000080e+03,1.230000000000000000e+02
3.643119999999999891e+03,1.560000000000000000e+02
3.643253000000000156e+03,1.490000000000000000e+02
3.643385000000000218e+03,1.390000000000000000e+02
3.643518000000000029e+03,1.440000000000000000e+02
3.643650999999999840e+03,9.539999999999999147e+01
3.643784000000000106e+03,3.420000000000000284e+01
3.643915999999999713e+03,8.970000000000000284e+01
3.644048999999999978e+03,1.200000000000000000e+02
3.644182000000000244e+03,7.220000000000000284e+01
3.644315000000000509e+03,1.270000000000000000e+02
3.644447999999999865e+03,1.660000000000000000e+02
3.644581000000000131e+03,1.190000000000000000e+02
3.644712999999999738e+03,4.739999999999999858e+01
3.644846000000000004e+03,6.629999999999999716e+01
3.644979000000000269e+03,1.240000000000000000e+02
3.645111999999999625e+03,1.610000000000000000e+02
3.645244999999999891e+03,1.570000000000000000e+02
3.645378000000000156e+03,9.479999999999999716e+01
3.645511000000000422e+03,7.579999999999999716e+01
3.645643000000000029e+03,8.679999999999999716e+01
3.645776000000000295e+03,5.669999999999999574e+01
3.645908999999999651e+03,8.670000000000000284e+01
3.646041999999999916e+03,7.700000000000000000e+01
3.646175000000000182e+03,8.950000000000000000e+01
3.646307999999999993e+03,6.579999999999999716e+01
3.646440999999999804e+03,4.650000000000000000e+01
3.646574000000000069e+03,9.140000000000000568e+01
3.646707000000000335e+03,1.380000000000000000e+02
3.646840000000000146e+03,9.240000000000000568e+01
3.646972999999999956e+03,1.100000000000000142e+02
3.647105999999999767e+03,1.170000000000000000e+02
3.647239000000000033e+03,1.110000000000000142e+02
3.647371999999999844e+03,1.520000000000000000e+02
3.647505000000000109e+03,1.340000000000000000e+02
3.647637999999999920e+03,1.040000000000000000e+02
3.647771000000000186e+03,1.190000000000000000e+02
3.647903999999999542e+03,1.060000000000000000e+02
3.648036999999999807e+03,8.879999999999999716e+01
3.648170000000000073e+03,1.100000000000000142e+02
3.648304000000000087e+03,1.080000000000000000e+02
3.648436999999999898e+03,6.300000000000000000e+01
3.648570000000000164e+03,4.750000000000000000e+01
3.648702999999999975e+03,3.529999999999999716e+01
3.648836000000000240e+03,2.000000000000000000e+01
3.648969000000000051e+03,2.379999999999999716e+01
3.649101999999999862e+03,4.630000000000000426e+01
3.649234999999999673e+03,6.520000000000000284e+01
3.649368999999999687e+03,9.060000000000000853e+01
3.649501999999999953e+03,1.100000000000000142e+02
3.649635000000000218e+03,1.210000000000000000e+02
3.649768000000000029e+03,1.240000000000000000e+02
3.649900999999999840e+03,1.159999999999999858e+02
3.650034999999999854e+03,1.100000000000000142e+02
3.650167999999999665e+03,1.330000000000000000e+02
3.650300999999999931e+03,8.120000000000000284e+01
3.650434000000000196e+03,5.230000000000000426e+01
3.650568000000000211e+03,6.179999999999999716e+01
3.650701000000000022e+03,1.030000000000000000e+02
3.650833999999999833e+03,1.010000000000000000e+02
3.650967999999999847e+03,8.650000000000000000e+01
3.651100999999999658e+03,7.259999999999999432e+01
3.651233999999999924e+03,9.240000000000000568e+01
3.651367000000000189e+03,8.030000000000001137e+01
3.651501000000000204e+03,1.110000000000000142e+02
3.651634000000000015e+03,1.190000000000000000e+02
3.651766999999999825e+03,1.660000000000000000e+02
3.651900999999999840e+03,1.650000000000000000e+02
3.652033999999999651e+03,1.260000000000000000e+02
3.652167999999999665e+03,7.570000000000000284e+01
3.652300999999999931e+03,1.129999999999999858e+02
3.652434000000000196e+03,8.659999999999999432e+01
3.652568000000000211e+03,6.440000000000000568e+01
3.652701000000000022e+03,7.710000000000000853e+01
3.652835000000000036e+03,6.089999999999999858e+01
3.652968000000000302e+03,8.720000000000000284e+01
3.653100999999999658e+03,1.480000000000000000e+02
3.653235000000000127e+03,1.530000000000000000e+02
3.653367999999999938e+03,1.550000000000000000e+02
3.653501999999999498e+03,1.380000000000000000e+02
3.653634999999999764e+03,1.159999999999999858e+02
3.653768999999999778e+03,1.700000000000000000e+02
3.653902000000000044e+03,1.720000000000000000e+02
3.654036000000000058e+03,1.630000000000000000e+02
3.654168999999999869e+03,1.630000000000000000e+02
3.654302999999999884e+03,1.510000000000000000e+02
3.654436000000000149e+03,9.459999999999999432e+01
3.654569999999999709e+03,8.979999999999999716e+01
3.654703999999999724e+03,1.240000000000000000e+02
3.654836999999999989e+03,9.689999999999999147e+01
3.654971000000000004e+03,8.479999999999999716e+01
3.655104000000000269e+03,1.390000000000000000e+02
3.655237999999999829e+03,1.690000000000000000e+02
3.655371999999999844e+03,1.530000000000000000e+02
3.655505000000000109e+03,1.310000000000000000e+02
3.655639000000000124e+03,9.990000000000000568e+01
3.655771999999999935e+03,1.350000000000000000e+02
3.655905999999999949e+03,1.610000000000000000e+02
3.656039999999999964e+03,1.230000000000000000e+02
3.656172999999999774e+03,1.370000000000000000e+02
3.656306999999999789e+03,1.250000000000000000e+02
3.656440999999999804e+03,8.060000000000000853e+01
3.656575000000000273e+03,8.400000000000000000e+01
3.656707999999999629e+03,8.090000000000000568e+01
3.656841999999999643e+03,1.380000000000000000e+02
3.656976000000000113e+03,1.630000000000000000e+02
3.657108999999999924e+03,1.550000000000000000e+02
3.657243000000000393e+03,8.339999999999999147e+01
3.657377000000000407e+03,9.079999999999999716e+01
3.657510999999999967e+03,1.540000000000000000e+02
3.657644000000000233e+03,1.670000000000000000e+02
3.657778000000000247e+03,1.730000000000000000e+02
3.657912000000000262e+03,1.620000000000000000e+02
3.658045999999999822e+03,1.320000000000000000e+02
3.658179999999999836e+03,1.080000000000000000e+02
3.658313999999999851e+03,1.520000000000000000e+02
3.658447000000000116e+03,1.350000000000000000e+02
3.658580999999999676e+03,1.540000000000000000e+02
3.658715000000000146e+03,1.290000000000000000e+02
3.658849000000000160e+03,9.709999999999999432e+01
3.658983000000000175e+03,6.950000000000000000e+01
3.659117000000000189e+03,7.640000000000000568e+01
3.659250999999999749e+03,1.420000000000000000e+02
3.659384000000000015e+03,1.720000000000000000e+02
3.659518000000000029e+03,1.480000000000000000e+02
3.659652000000000044e+03,1.410000000000000000e+02
3.659785999999999603e+03,1.750000000000000000e+02
3.659920000000000073e+03,1.750000000000000000e+02
3.660054000000000087e+03,1.760000000000000000e+02
3.660188000000000102e+03,1.720000000000000000e+02
3.660322000000000116e+03,1.650000000000000000e+02
3.660455999999999676e+03,1.350000000000000000e+02
3.660590000000000146e+03,9.129999999999999716e+01
3.660724000000000160e+03,1.070000000000000000e+02
3.660858000000000175e+03,1.050000000000000000e+02
3.660992000000000189e+03,1.590000000000000000e+02
3.661125999999999749e+03,1.600000000000000000e+02
3.661259999999999764e+03,1.270000000000000000e+02
3.661394000000000233e+03,9.679999999999999716e+01
3.661528000000000247e+03,1.350000000000000000e+02
3.661662000000000262e+03,1.230000000000000000e+02
3.661795999999999822e+03,1.149999999999999858e+02
3.661931000000000040e+03,1.540000000000000000e+02
3.662065000000000055e+03,1.560000000000000000e+02
3.662199000000000069e+03,1.620000000000000000e+02
3.662332999999999629e+03,1.320000000000000000e+02
3.662466999999999643e+03,1.310000000000000000e+02
3.662601000000000113e+03,1.720000000000000000e+02
3.662735000000000127e+03,1.720000000000000000e+02
3.662869000000000142e+03,1.560000000000000000e+02
3.663004000000000360e+03,1.070000000000000000e+02
3.663137999999999920e+03,1.129999999999999858e+02
3.663271999999999935e+03,7.400000000000000000e+01
3.663405999999999949e+03,1.390000000000000000e+02
3.663539999999999964e+03,1.690000000000000000e+02
3.663675000000000182e+03,1.540000000000000000e+02
3.663809000000000196e+03,1.070000000000000000e+02
3.663942999999999756e+03,1.110000000000000142e+02
3.664076999999999771e+03,1.630000000000000000e+02
3.664211999999999989e+03,1.230000000000000000e+02
3.664346000000000004e+03,9.029999999999999716e+01
3.664479999999999563e+03,8.239999999999999147e+01
3.664614000000000487e+03,1.310000000000000000e+02
3.664748999999999796e+03,1.470000000000000000e+02
3.664882999999999811e+03,1.550000000000000000e+02
3.665017000000000280e+03,8.690000000000000568e+01
3.665152000000000044e+03,6.150000000000000000e+01
3.665286000000000058e+03,1.180000000000000000e+02
3.665419999999999618e+03,1.530000000000000000e+02
3.665554999999999836e+03,8.979999999999999716e+01
3.665688999999999851e+03,5.859999999999999432e+01
3.665824000000000069e+03,1.070000000000000000e+02
3.665958000000000084e+03,1.250000000000000000e+02
3.666091999999999643e+03,1.340000000000000000e+02
3.666226999999999862e+03,1.640000000000000000e+02
3.666360999999999876e+03,1.710000000000000000e+02
3.666496000000000095e+03,1.720000000000000000e+02
3.666630000000000109e+03,1.700000000000000000e+02
3.666764000000000124e+03,1.490000000000000000e+02
3.666899000000000342e+03,1.500000000000000000e+02
3.667033000000000357e+03,1.180000000000000000e+02
3.667167999999999665e+03,1.070000000000000000e+02
3.667302000000000135e+03,8.219999999999998863e+01
3.667436999999999898e+03,1.290000000000000000e+02
3.667570999999999913e+03,1.030000000000000000e+02
3.667706000000000131e+03,1.060000000000000000e+02
3.667840000000000146e+03,8.609999999999999432e+01
3.667975000000000364e+03,8.300000000000000000e+01
3.668108999999999924e+03,1.400000000000000000e+02
3.668244000000000142e+03,1.090000000000000142e+02
3.668378999999999905e+03,1.200000000000000000e+02
3.668512999999999920e+03,1.660000000000000000e+02
3.668648000000000138e+03,1.690000000000000000e+02
3.668782000000000153e+03,1.620000000000000000e+02
3.668917000000000371e+03,1.430000000000000000e+02
3.669051999999999680e+03,9.739999999999999147e+01
3.669186000000000149e+03,1.080000000000000000e+02
3.669320999999999913e+03,1.210000000000000000e+02
3.669454999999999927e+03,1.390000000000000000e+02
3.669590000000000146e+03,1.320000000000000000e+02
3.669725000000000364e+03,1.430000000000000000e+02
3.669859000000000378e+03,1.360000000000000000e+02
3.669993999999999687e+03,9.029999999999999716e+01
3.670128999999999905e+03,1.010000000000000000e+02
3.670264000000000124e+03,5.610000000000000853e+01
3.670398000000000138e+03,9.670000000000000284e+01
3.670532999999999902e+03,6.710000000000000853e+01
3.670668000000000120e+03,8.709999999999999432e+01
3.670801999999999680e+03,1.350000000000000000e+02
3.670936999999999898e+03,1.400000000000000000e+02
3.671071999999999662e+03,7.250000000000000000e+01
3.671206999999999880e+03,1.110000000000000142e+02
3.671342000000000098e+03,1.330000000000000000e+02
3.671476000000000113e+03,6.830000000000001137e+01
3.671610999999999876e+03,9.400000000000000000e+01
3.671746000000000095e+03,9.260000000000000853e+01
3.671881000000000313e+03,9.539999999999999147e+01
3.672015999999999622e+03,1.530000000000000000e+02
3.672149999999999636e+03,1.610000000000000000e+02
3.672284999999999854e+03,1.320000000000000000e+02
3.672420000000000073e+03,1.510000000000000000e+02
3.672554999999999836e+03,1.320000000000000000e+02
3.672690000000000055e+03,1.060000000000000000e+02
3.672825000000000273e+03,1.440000000000000000e+02
3.672960000000000036e+03,1.630000000000000000e+02
3.673095000000000255e+03,1.610000000000000000e+02
3.673229999999999563e+03,1.580000000000000000e+02
3.673364000000000487e+03,1.620000000000000000e+02
3.673498999999999796e+03,1.490000000000000000e+02
3.673634000000000015e+03,1.450000000000000000e+02
3.673768999999999778e+03,1.149999999999999858e+02
3.673903999999999996e+03,1.560000000000000000e+02
3.674039000000000215e+03,1.260000000000000000e+02
3.674173999999999978e+03,9.379999999999999716e+01
3.674309000000000196e+03,1.240000000000000000e+02
3.674443999999999505e+03,1.390000000000000000e+02
3.674578999999999724e+03,1.510000000000000000e+02
3.674713999999999942e+03,1.430000000000000000e+02
3.674848999999999705e+03,1.300000000000000000e+02
3.674983999999999924e+03,1.060000000000000000e+02
3.675119000000000142e+03,5.139999999999999858e+01
3.675255000000000109e+03,9.210000000000000853e+01
3.675389999999999873e+03,1.280000000000000000e+02
3.675525000000000091e+03,1.350000000000000000e+02
3.675659999999999854e+03,1.480000000000000000e+02
3.675795000000000073e+03,8.629999999999999716e+01
3.675930000000000291e+03,1.460000000000000000e+02
3.676064999999999600e+03,1.650000000000000000e+02
3.676199999999999818e+03,1.620000000000000000e+02
3.676335000000000036e+03,1.330000000000000000e+02
3.676471000000000458e+03,1.410000000000000000e+02
3.676605999999999767e+03,1.560000000000000000e+02
3.676740999999999985e+03,1.220000000000000000e+02
3.676875999999999749e+03,1.470000000000000000e+02
3.677010999999999967e+03,1.550000000000000000e+02
3.677146999999999935e+03,1.620000000000000000e+02
3.677282000000000153e+03,1.190000000000000000e+02
3.677416999999999916e+03,9.220000000000000284e+01
3.677552000000000135e+03,1.190000000000000000e+02
3.677687000000000353e+03,1.340000000000000000e+02
3.677823000000000320e+03,1.250000000000000000e+02
3.677957999999999629e+03,1.050000000000000000e+02
3.678092999999999847e+03,1.550000000000000000e+02
3.678229000000000269e+03,1.450000000000000000e+02
3.678364000000000487e+03,8.250000000000000000e+01
3.678498999999999796e+03,5.639999999999999147e+01
3.678634000000000015e+03,4.289999999999999858e+01
3.678769999999999982e+03,5.989999999999999858e+01
3.678904999999999745e+03,5.929999999999999716e+01
3.679041000000000167e+03,1.020000000000000000e+02
3.679175999999999931e+03,1.149999999999999858e+02
3.679311000000000149e+03,1.120000000000000142e+02
3.679447000000000116e+03,1.550000000000000000e+02
3.679581999999999880e+03,1.660000000000000000e+02
3.679717000000000098e+03,1.630000000000000000e+02
3.679853000000000065e+03,1.070000000000000000e+02
3.679988000000000284e+03,7.750000000000000000e+01
3.680124000000000251e+03,1.090000000000000142e+02
3.680259000000000015e+03,1.460000000000000000e+02
3.680394999999999527e+03,1.230000000000000000e+02
3.680529999999999745e+03,1.210000000000000000e+02
3.680664999999999964e+03,8.970000000000000284e+01
3.680801000000000386e+03,6.060000000000000142e+01
3.680935999999999694e+03,2.909999999999999787e+01
3.681071999999999662e+03,4.950000000000000000e+01
3.681206999999999880e+03,9.920000000000000284e+01
3.681342999999999847e+03,1.120000000000000142e+02
3.681478000000000065e+03,1.149999999999999858e+02
3.681614000000000033e+03,1.210000000000000000e+02
3.681750000000000000e+03,6.150000000000000000e+01
3.681884999999999764e+03,6.380000000000000426e+01
3.682020999999999731e+03,9.779999999999999716e+01
3.682155999999999949e+03,1.390000000000000000e+02
3.682291999999999916e+03,1.139999999999999858e+02
3.682427000000000135e+03,1.580000000000000000e+02
3.682563000000000102e+03,1.530000000000000000e+02
3.682699000000000069e+03,1.050000000000000000e+02
3.682833999999999833e+03,1.380000000000000000e+02
3.682970000000000255e+03,1.390000000000000000e+02
3.683106000000000222e+03,1.070000000000000000e+02
3.683240999999999985e+03,4.640000000000000568e+01
3.683376999999999953e+03,9.150000000000000000e+01
3.683512999999999920e+03,1.240000000000000000e+02
3.683648000000000138e+03,1.159999999999999858e+02
3.683784000000000106e+03,1.320000000000000000e+02
3.683920000000000073e+03,1.370000000000000000e+02
3.684055000000000291e+03,6.770000000000000284e+01
3.684191000000000258e+03,8.850000000000000000e+01
3.684327000000000226e+03,1.530000000000000000e+02
3.684463000000000193e+03,1.580000000000000000e+02
3.684597999999999956e+03,1.350000000000000000e+02
3.684734000000000378e+03,1.310000000000000000e+02
3.684870000000000346e+03,1.650000000000000000e+02
3.685006000000000313e+03,1.440000000000000000e+02
3.685142000000000280e+03,7.329999999999999716e+01
3.685277000000000044e+03,1.040000000000000000e+02
3.685412999999999556e+03,1.480000000000000000e+02
3.685548999999999978e+03,1.320000000000000000e+02
3.685684999999999491e+03,1.490000000000000000e+02
3.685821000000000367e+03,1.510000000000000000e+02
3.685957000000000335e+03,1.250000000000000000e+02
3.686091999999999643e+03,8.279999999999999716e+01
3.686228000000000065e+03,3.579999999999999716e+01
3.686363999999999578e+03,7.300000000000000000e+01
3.686500000000000000e+03,1.060000000000000000e+02
3.686635999999999513e+03,1.159999999999999858e+02
3.686772000000000389e+03,1.420000000000000000e+02
3.686908000000000357e+03,1.159999999999999858e+02
3.687044000000000324e+03,6.019999999999999574e+01
3.687180000000000291e+03,8.809999999999999432e+01
3.687316000000000258e+03,8.729999999999999716e+01
3.687452000000000226e+03,1.400000000000000000e+02
3.687588000000000193e+03,1.520000000000000000e+02
3.687724000000000160e+03,1.270000000000000000e+02
3.687860000000000127e+03,1.070000000000000000e+02
3.687996000000000095e+03,1.200000000000000000e+02
3.688132000000000062e+03,7.770000000000000284e+01
3.688268000000000029e+03,6.409999999999999432e+01
3.688403999999999996e+03,4.040000000000000568e+01
3.688539999999999964e+03,2.389999999999999858e+01
3.688675999999999931e+03,3.910000000000000142e+01
3.688811999999999898e+03,8.670000000000000284e+01
3.688947999999999865e+03,1.210000000000000000e+02
3.689083999999999833e+03,1.110000000000000142e+02
3.689220000000000255e+03,1.010000000000000000e+02
3.689356000000000222e+03,1.120000000000000142e+02
3.689492000000000189e+03,6.420000000000000284e+01
3.689628000000000156e+03,1.350000000000000000e+02
3.689764999999999873e+03,1.350000000000000000e+02
3.689900999999999840e+03,9.150000000000000000e+01
3.690036999999999807e+03,1.030000000000000000e+02
3.690172999999999774e+03,1.210000000000000000e+02
3.690308999999999742e+03,1.210000000000000000e+02
3.690445000000000164e+03,4.860000000000000142e+01
3.690581999999999880e+03,7.900000000000000000e+01
3.690717999999999847e+03,1.390000000000000000e+02
3.690853999999999814e+03,1.280000000000000000e+02
3.690989999999999782e+03,1.060000000000000000e+02
3.691127000000000407e+03,1.550000000000000000e+02
3.691262999999999920e+03,1.470000000000000000e+02
3.691399000000000342e+03,1.260000000000000000e+02
3.691534999999999854e+03,1.129999999999999858e+02
3.691671999999999571e+03,1.320000000000000000e+02
3.691807999999999993e+03,9.679999999999999716e+01
3.691943999999999505e+03,1.510000000000000000e+02
3.692080000000000382e+03,1.610000000000000000e+02
3.692217000000000098e+03,1.520000000000000000e+02
3.692353000000000065e+03,1.210000000000000000e+02
3.692489000000000033e+03,1.480000000000000000e+02
3.692626000000000204e+03,1.620000000000000000e+02
3.692762000000000171e+03,1.660000000000000000e+02
3.692898999999999887e+03,1.660000000000000000e+02
3.693034999999999854e+03,1.650000000000000000e+02
3.693170999999999822e+03,1.490000000000000000e+02
3.693307999999999993e+03,1.290000000000000000e+02
3.693443999999999960e+03,1.590000000000000000e+02
3.693580999999999676e+03,1.510000000000000000e+02
3.693716999999999643e+03,1.190000000000000000e+02
3.693852999999999611e+03,1.520000000000000000e+02
3.693989999999999782e+03,1.350000000000000000e+02
3.694126000000000204e+03,8.470000000000000284e+01
3.694263000000000375e+03,1.310000000000000000e+02
3.694399000000000342e+03,1.240000000000000000e+02
3.694536000000000058e+03,1.070000000000000000e+02
3.694672000000000025e+03,1.149999999999999858e+02
3.694809000000000196e+03,1.100000000000000142e+02
3.694945000000000164e+03,7.220000000000000284e+01
3.695081999999999880e+03,4.060000000000000142e+01
3.695217999999999847e+03,7.300000000000000000e+01
3.695355000000000018e+03,1.250000000000000000e+02
3.695491999999999734e+03,1.290000000000000000e+02
3.695627999999999702e+03,1.600000000000000000e+02
3.695765000000000327e+03,1.590000000000000000e+02
3.695900999999999840e+03,1.440000000000000000e+02
3.696037999999999556e+03,1.030000000000000000e+02
3.696173999999999978e+03,1.060000000000000000e+02
3.696311000000000149e+03,1.470000000000000000e+02
3.696447999999999865e+03,1.370000000000000000e+02
3.696583999999999833e+03,1.139999999999999858e+02
3.696721000000000004e+03,1.090000000000000142e+02
3.696857999999999720e+03,1.290000000000000000e+02
3.696994000000000142e+03,1.280000000000000000e+02
3.697130999999999858e+03,1.290000000000000000e+02
3.697268000000000029e+03,1.300000000000000000e+02
3.697404000000000451e+03,1.070000000000000000e+02
3.697541000000000167e+03,1.050000000000000000e+02
3.697678000000000338e+03,1.139999999999999858e+02
3.697815000000000055e+03,1.260000000000000000e+02
3.697951000000000022e+03,1.180000000000000000e+02
3.698088000000000193e+03,1.460000000000000000e+02
3.698224999999999909e+03,1.530000000000000000e+02
3.698362000000000080e+03,1.220000000000000000e+02
3.698498000000000047e+03,5.270000000000000284e+01
3.698634999999999764e+03,9.230000000000001137e+01
3.698771999999999935e+03,1.500000000000000000e+02
3.698908999999999651e+03,1.570000000000000000e+02
3.699046000000000276e+03,1.340000000000000000e+02
3.699182000000000244e+03,1.090000000000000142e+02
3.699318999999999960e+03,1.460000000000000000e+02
3.699456000000000131e+03,1.530000000000000000e+02
3.699592999999999847e+03,1.120000000000000142e+02
3.699730000000000018e+03,1.070000000000000000e+02
3.699866999999999734e+03,1.640000000000000000e+02
3.700003999999999905e+03,1.520000000000000000e+02
3.700140999999999622e+03,1.010000000000000000e+02
3.700278000000000247e+03,1.360000000000000000e+02
3.700414000000000215e+03,1.670000000000000000e+02
3.700550999999999931e+03,1.690000000000000000e+02
3.700688000000000102e+03,1.690000000000000000e+02
3.700824999999999818e+03,1.460000000000000000e+02
3.700961999999999989e+03,1.520000000000000000e+02
3.701098999999999705e+03,1.600000000000000000e+02
3.701235999999999876e+03,1.580000000000000000e+02
3.701372999999999593e+03,1.400000000000000000e+02
3.701510000000000218e+03,1.560000000000000000e+02
3.701646999999999935e+03,1.460000000000000000e+02
3.701784000000000106e+03,1.570000000000000000e+02
3.701920999999999822e+03,1.430000000000000000e+02
3.702057999999999993e+03,7.690000000000000568e+01
3.702194999999999709e+03,6.730000000000001137e+01
3.702332000000000335e+03,1.370000000000000000e+02
3.702470000000000255e+03,1.600000000000000000e+02
3.702606999999999971e+03,1.610000000000000000e+02
3.702744000000000142e+03,1.510000000000000000e+02
3.702880999999999858e+03,1.580000000000000000e+02
3.703018000000000029e+03,1.270000000000000000e+02
3.703154999999999745e+03,1.129999999999999858e+02
3.703292000000000371e+03,1.110000000000000142e+02
3.703429000000000087e+03,1.230000000000000000e+02
3.703567000000000007e+03,1.090000000000000142e+02
3.703704000000000178e+03,1.580000000000000000e+02
3.703840999999999894e+03,1.630000000000000000e+02
3.703978000000000065e+03,1.550000000000000000e+02
3.704114999999999782e+03,1.590000000000000000e+02
3.704252000000000407e+03,1.580000000000000000e+02
3.704390000000000327e+03,1.510000000000000000e+02
3.704527000000000044e+03,1.060000000000000000e+02
3.704664000000000215e+03,5.060000000000000142e+01
3.704800999999999931e+03,6.029999999999999716e+01
3.704938999999999851e+03,9.090000000000000568e+01
3.705076000000000022e+03,7.650000000000000000e+01
3.705212999999999738e+03,1.129999999999999858e+02
3.705351000000000113e+03,1.060000000000000000e+02
3.705488000000000284e+03,6.470000000000000284e+01
3.705625000000000000e+03,1.050000000000000000e+02
3.705761999999999716e+03,1.139999999999999858e+02
3.705899999999999636e+03,1.360000000000000000e+02
3.706037000000000262e+03,1.220000000000000000e+02
3.706173999999999978e+03,1.110000000000000142e+02
3.706311999999999898e+03,1.020000000000000000e+02
3.706449000000000069e+03,6.429999999999999716e+01
3.706586999999999989e+03,2.630000000000000071e+01
3.706723999999999705e+03,3.239999999999999858e+01
3.706860999999999876e+03,6.009999999999999432e+01
3.706999000000000251e+03,4.779999999999999716e+01
3.707135999999999967e+03,3.380000000000000426e+01
3.707273999999999887e+03,5.950000000000000000e+01
3.707411000000000058e+03,1.180000000000000000e+02
